Latitude,Longitude,Length,Width,Height,Area,Depth,Volume,Run out distance,Type of Material,Type of movement,Rate of movement,Activity,Distribution,Style,Failure mechanism,Geomorphology,Land use/Land cover,Hydrological condition,Triggering Factor,Risk
19.011278,73.8,12,20,3.5,88.6,0.8,79.4,3,Debris,Flow,Moderate,Active,Confined,Multiple,Flow,Lowly Dissected Slope,Moderate Vegetation,Dry,Heavy Rainfall,Low
19.010389,73.85,23,11,8,56.6,2.3,127.2,9.6,Rock,Slide,Rapid,Active,Widening,Multiple,Planar/Wedge,Lowly Dissected Slope,Moderate Vegetation,Dry,Rainfall,Low
18.026944,73.732,10,22,8,92.6,1.94,181,5.2,Rock,Fall,Rapid,Active,Widening,Single,Fall,Lowly Dissected Slope,Moderate Vegetation,Dry,Anthropogenic factors,Low
18.08275,73.865,6,16,4,29.8,1.12,34.2,3.2,Rock,Fall,Rapid,Active,Widening,Multiple,Wedge,Lowly Dissected Slope,Moderate Vegetation,Dry,Anthropogenic factors,Low
18.087222,73.699,8,30,6,85.7,0.96,91.95,5.2,Rock,Fall,Rapid,Active,Widening,Single,Fall,Lowly Dissected Slope,Moderate Vegetation,Dry,Anthropogenic factors,Low
18.086583,73.909,10,15,8,70.7,1.48,101.4,2,Rock,Fall,Rapid,Active,Confined,Single,Fall,Lowly Dissected Slope,Moderate Vegetation,Dry,Anthropogenic factors,Low
18.106556,73.909,17,18,6,87.8,1.4,135,7.8,Rock,Fall,Rapid,Active,Widening,Single,Fall,Lowly Dissected Slope,Moderate Vegetation,Wet,"Heavy Rainfall, anthropogenic factors",Low
18.107833,73.907,18,14,6.5,63.8,2.3,144,10.4,Rock,Fall,Rapid,Active,Widening,Single,Fall,Lowly Dissected Slope,Moderate Vegetation,Wet,"Heavy Rainfall, anthropogenic factors",Low
18.106056,73.908,17,15,12,74.8,1.66,102.8,8.6,Rock,Fall,Rapid,Active,Widening,Single,Shallow Planar,Lowly Dissected Slope,Moderate Vegetation,Wet,Rainfall,Low
18.212639,73.907,16,13,11,74.8,1.36,102.8,8.6,Rock,Fall,Rapid,Active,Widening,Single,Fall,Lowly Dissected Slope,Moderate Vegetation,Wet,"Heavy Rainfall, anthropogenic factors",Low
